Date,Price,LogReturn,LogReturn_Pct,GARCH_30D_Vol_Forecast,GARCH_1D_Vol_Forecast,Alpha,Beta,CVNA_Price,ATM_Strike,DTE,Call_IV,Put_IV,Avg_IV,Call_Price,Put_Price,Vol_Spread,Signal,Signal_Strength
12/27/2021,232.18,-0.036370721,-3.63707206,0.95289751,0.94961312,0.102398139,0.894166435,232.18,230,25,0.5128,0.4921,0.5025,16.55,11.85,0.45039751,LONG_STRADDLE,0.896313453
12/28/2021,233.76,0.006782015,0.678201509,0.827622968,0.858846864,0.081404361,0.908726648,233.76,235,31,0.458,0.5077,0.4829,15.5,16.95,0.344722968,LONG_STRADDLE,0.713859947
12/29/2021,225.29,-0.036906487,-3.690648681,0.799513877,0.824440338,0.0820029,0.908572181,225.29,225,30,0.5321,0.4918,0.5119,13.92,0,0.287613877,LONG_STRADDLE,0.561855591
12/30/2021,233.08,0.033993281,3.399328109,0.709203096,0.791873696,0.135665922,0.831124273,233.08,235,29,0.4866,0.4895,0.488,15.5,16.95,0.221203096,LONG_STRADDLE,0.453285033
12/31/2021,231.79,-0.005549953,-0.554995294,0.751160696,0.779190357,0.08081427,0.908096471,231.79,230,28,0.5715,0.5384,0.5549,14.5,13.39,0.196260696,LONG_STRADDLE,0.353686604
1/3/2022,239.63,0.033264278,3.326427775,0.711645826,0.740786669,0.079792368,0.907676174,239.63,240,25,0.4498,0.4858,0.4678,10.74,0,0.243845826,LONG_STRADDLE,0.52126085
1/4/2022,220.94,-0.081204896,-8.120489564,0.708117114,0.729499359,0.081907385,0.908011883,220.94,230,31,0.5198,0.5072,0.5135,7.2,0,0.194617114,LONG_STRADDLE,0.379001197
1/5/2022,198,-0.109624141,-10.96241407,0.709949475,0.782987885,0.128028789,0.842328421,198,210,30,0.6571,0.5998,0.6285,0,0,0.081449475,LONG_STRADDLE,0.129593437
1/6/2022,191.38,-0.03400605,-3.400605034,0.892786366,0.91454844,0.083382708,0.909445573,191.38,190,29,0.6929,0.6224,0.6577,14.75,0,0.235086366,LONG_STRADDLE,0.357437078
1/7/2022,184.71,-0.035473953,-3.547395276,0.814905796,0.873927032,0.087276431,0.89548569,184.71,185,28,0.6513,0.6232,0.6372,13.65,12.73,0.177705796,LONG_STRADDLE,0.278885431
1/10/2022,183.44,-0.006899389,-0.689938904,0.785183488,0.845769844,0.090316168,0.890470438,183.44,185,25,0.6234,0.6876,0.6555,13.65,18.08,0.129683488,LONG_STRADDLE,0.197839035
1/11/2022,186.2,0.014933726,1.493372629,0.735692013,0.799951251,0.108599629,0.8677462,186.2,185,31,0.6548,0.6544,0.6546,9.7,21.1,0.081092013,LONG_STRADDLE,0.123880251
1/12/2022,177.53,-0.047681756,-4.768175612,0.571781933,0.618521906,0.232131545,0.687897307,177.53,180,30,0.6167,0.6564,0.6365,13.65,14.2,-0.064718067,SHORT_STRADDLE,0.101678032
1/13/2022,163,-0.085389408,-8.538940791,0.751932446,0.77500748,0.081431658,0.908410726,163,165,29,0.7273,0.7369,0.7321,15.75,11,0.019832446,NO_TRADE,0.027089805
1/14/2022,156.39,-0.041397313,-4.139731336,0.817291652,0.839494724,0.082249518,0.909253454,156.39,155,35,0.7704,0.7595,0.765,15.9,14.5,0.052291652,LONG_STRADDLE,0.0683551
1/18/2022,162.09,0.035798849,3.579884908,0.746796376,0.810930816,0.129191137,0.845793406,162.09,160,31,0.7868,0.7717,0.7792,17.22,14,-0.032403624,NO_TRADE,0.04158576
1/19/2022,157.13,-0.031078248,-3.107824832,0.775303785,0.800060804,0.081267218,0.908858783,157.13,155,30,0.7233,0.7267,0.725,14.85,12.95,0.050303785,LONG_STRADDLE,0.069384531
1/20/2022,157.99,0.005458252,0.545825168,0.675991099,0.733753027,0.130649978,0.840021978,157.99,160,29,0.6994,0.7536,0.7265,12.8,14.25,-0.050508901,SHORT_STRADDLE,0.069523607
1/21/2022,135.65,-0.152453701,-15.24537008,0.708361978,0.735203748,0.079792894,0.90818309,135.65,150,28,0.8463,0.8871,0.8667,10.07,22.35,-0.158338022,SHORT_STRADDLE,0.182690691
1/24/2022,157.9,0.151883882,15.18838822,0.743152509,0.866478393,0.062604888,0.904473886,157.9,145,25,1.0416,1.0387,1.0401,24.27,15,-0.296947491,SHORT_STRADDLE,0.285498982
1/25/2022,146.53,-0.074731736,-7.473173561,1.218754898,1.212625551,0.086284602,0.912457073,146.53,150,31,1.0667,1.066,1.0664,0,24.9,0.152354898,LONG_STRADDLE,0.142868434
1/26/2022,140.95,-0.038824968,-3.882496809,0.875991147,1.034992582,0.063541657,0.904623057,140.95,145,30,1.0489,1.0908,1.0699,20.56,0,-0.193908853,SHORT_STRADDLE,0.181240166
1/27/2022,141.68,0.005165776,0.516577591,0.999258473,1.084645368,0.075494527,0.908471636,141.68,140,29,1.1039,1.0649,1.0844,0,0,-0.085141527,SHORT_STRADDLE,0.078514872
1/28/2022,145.99,0.029967133,2.996713274,0.815420078,0.954460943,0.063827962,0.904493368,145.99,145,28,1.0168,1.0264,1.0216,15.9,18.1,-0.206179922,SHORT_STRADDLE,0.201820597
1/31/2022,162.06,0.104428511,10.44285108,0.793082877,0.923007516,0.064173551,0.904651455,162.06,150,25,0.9928,1.0013,0.997,0,13.34,-0.203917123,SHORT_STRADDLE,0.204530715
2/1/2022,164.78,0.016644614,1.664461385,0.916678574,1.029947624,0.070920203,0.907066919,164.78,165,31,0.972,1.0018,0.9869,0,0,-0.070221426,SHORT_STRADDLE,0.071153537
2/2/2022,158.4,-0.039487772,-3.948777151,0.733711677,0.891116142,0.057490813,0.902473829,158.4,160,30,0.9827,0.9793,0.981,0,17.9,-0.247288323,SHORT_STRADDLE,0.252077801
2/3/2022,146.94,-0.075099139,-7.509913919,1.073576184,1.064831039,0.086764191,0.912128513,146.94,150,29,0.9914,1.036,1.0137,0,0,0.059876184,LONG_STRADDLE,0.059066966
2/4/2022,150.31,0.022675488,2.267548795,1.08121734,1.074339794,0.086256535,0.912461701,150.31,150,28,1.0628,1.0652,1.064,0,0,0.01721734,NO_TRADE,0.016181711
2/7/2022,146.33,-0.026835483,-2.683548304,1.027563048,1.027195938,0.085377726,0.912221081,146.33,150,25,0.9668,1.0184,0.9926,0,0,0.034963048,NO_TRADE,0.035223704
2/8/2022,153.13,0.045422889,4.542288872,0.978626212,0.983928333,0.08454522,0.911947329,153.13,150,31,0.9269,0.9277,0.9273,0,0,0.051326212,LONG_STRADDLE,0.05535017
2/9/2022,162.69,0.060559316,6.055931569,0.710868681,0.824043975,0.062676221,0.904402005,162.69,165,30,0.9003,0.9248,0.9125,0,0,-0.201631319,SHORT_STRADDLE,0.220965829
2/10/2022,154.54,-0.051393587,-5.139358702,0.948075632,0.959381678,0.08360145,0.911781661,154.54,155,29,0.917,0.9197,0.9184,0,0,0.029675632,NO_TRADE,0.032312317
2/11/2022,141.35,-0.089213878,-8.921387837,0.697433637,0.810776579,0.062471201,0.904375512,141.35,150,35,0.9273,0.9768,0.9521,11.9,21.25,-0.254666363,SHORT_STRADDLE,0.267478587
2/14/2022,140.63,-0.005106756,-0.510675626,0.717051903,0.840845457,0.060977541,0.903960878,140.63,140,32,1.025,1.0194,1.0222,17.5,14.69,-0.305148097,SHORT_STRADDLE,0.298520932
2/15/2022,142.5,0.013209672,1.320967183,0.861643119,0.904628392,0.118418933,0.86781031,142.5,140,31,0.9926,0.9841,0.9884,17.05,16.15,-0.126756881,SHORT_STRADDLE,0.128244517
2/16/2022,138.62,-0.027605623,-2.760562322,0.658631629,0.76570593,0.060248687,0.903538534,138.62,140,30,0.9724,0.9588,0.9656,13.93,16.35,-0.306968371,SHORT_STRADDLE,0.317904278
2/17/2022,135.23,-0.024759344,-2.4759344,0.758560359,0.795646615,0.121892703,0.861783634,135.23,135,29,1.0044,1.0129,1.0086,15,16.3,-0.250039641,SHORT_STRADDLE,0.247907636
2/18/2022,126.4,-0.067525551,-6.752555077,0.71033594,0.747296676,0.121062967,0.86044364,126.4,135,28,0.9994,0.9893,0.9943,11.6,19.14,-0.28396406,SHORT_STRADDLE,0.285591934
2/22/2022,119.25,-0.058229352,-5.822935194,0.765504715,0.800245479,0.11948832,0.865155588,119.25,125,31,1.0466,1.0399,1.0433,0,0,-0.277795285,SHORT_STRADDLE,0.266265968
2/23/2022,113.65,-0.048098579,-4.809857947,0.825229535,0.851429733,0.080869663,0.9105503,113.65,115,30,1.0289,1.0233,1.0261,0,0,-0.200870465,SHORT_STRADDLE,0.195761101
2/24/2022,126.05,0.103555103,10.35551033,0.654742077,0.740079831,0.064801945,0.904975957,126.05,115,29,1.0804,1.0711,1.0758,0,10.5,-0.421057923,SHORT_STRADDLE,0.391390521
2/25/2022,152.57,0.190944853,19.09448535,0.920174015,0.942855623,0.081751631,0.911688078,152.57,130,28,0.9176,0.9156,0.9166,27,5.75,0.003574015,NO_TRADE,0.003899209
2/28/2022,150.47,-0.013859778,-1.385977835,1.147132432,1.224694817,0.077026745,0.910771477,150.47,150,25,0.8499,0.8417,0.8458,0,15,0.301332432,LONG_STRADDLE,0.356269133
3/1/2022,145.06,-0.036616279,-3.661627884,1.096455765,1.169025275,0.07713423,0.911114368,145.06,150,31,0.8686,0.8853,0.8769,0,15,0.219555765,LONG_STRADDLE,0.250377198
3/2/2022,138.61,-0.045483216,-4.548321571,1.099544088,1.146846355,0.079505432,0.911947292,138.61,145,30,0.7696,0.7691,0.7693,0,0,0.330244088,LONG_STRADDLE,0.429278679
3/3/2022,123.33,-0.116800545,-11.68005446,1.044173388,1.102377579,0.079073479,0.911964993,123.33,135,29,0.793,0.79,0.7915,0,16.81,0.252673388,LONG_STRADDLE,0.319233592
3/4/2022,103.84,-0.172012437,-17.20124366,1.191551461,1.21112359,0.082598482,0.913469994,103.84,120,28,0.9362,0.962,0.9491,0,21.05,0.242451461,LONG_STRADDLE,0.255454074
3/7/2022,104.94,0.010537505,1.05375053,1.385169862,1.402167449,0.083596171,0.913620954,104.94,105,25,1.0335,1.0234,1.0284,10.75,11.65,0.356769862,LONG_STRADDLE,0.346917408
3/8/2022,105.2,0.002474542,0.247454205,1.20278111,1.282885899,0.077711801,0.911421571,105.2,105,31,1.0191,0.9893,1.0042,17.8,9.6,0.19858111,LONG_STRADDLE,0.197750558
3/9/2022,116.55,0.102457065,10.24570652,1.161333082,1.231735749,0.078014962,0.911635824,116.55,110,30,1.0343,1.002,1.0182,0,10.96,0.143133082,LONG_STRADDLE,0.140574624
3/10/2022,113.48,-0.026693756,-2.669375554,1.311915415,1.320824932,0.083259128,0.913644473,113.48,115,35,0.9441,0.9509,0.9475,10.85,16.2,0.364415415,LONG_STRADDLE,0.384607298
3/11/2022,113.79,0.002728034,0.272803443,1.096658332,1.191109645,0.075991564,0.910717651,113.79,115,34,0.9122,0.9408,0.9265,10.85,16.2,0.170158332,LONG_STRADDLE,0.183657131
3/14/2022,105.48,-0.075833283,-7.583328288,1.128654459,1.179978021,0.079695953,0.912182747,105.48,110,25,1,1.0129,1.0064,10.55,8.3,0.122254459,LONG_STRADDLE,0.121477006
3/15/2022,120.44,0.132630342,13.26303421,1.106880292,1.161971013,0.078645924,0.911689744,120.44,110,30,1.0384,1.0037,1.021,17.7,9.5,0.085880292,LONG_STRADDLE,0.0841139
3/16/2022,129.45,0.072143003,7.214300258,1.19044175,1.261126379,0.078454932,0.911619496,129.45,125,29,0.8819,0.8621,0.872,16,12,0.31844175,LONG_STRADDLE,0.365185493
3/17/2022,134.86,0.040942497,4.094249711,1.164421814,1.241896541,0.077639605,0.911203775,134.86,130,28,0.8395,0.8454,0.8425,13.65,10.5,0.321921814,LONG_STRADDLE,0.382103043
3/18/2022,142.43,0.054613448,5.461344764,1.159259565,1.216834132,0.079357289,0.911944948,142.43,135,27,0.8541,0.8372,0.8456,17.18,9.55,0.313659565,LONG_STRADDLE,0.370931369
3/21/2022,136.31,-0.043918947,-4.391894736,1.106235893,1.174874514,0.078717186,0.911627095,136.31,140,32,0.7908,0.7996,0.7952,12.5,17.6,0.311035893,LONG_STRADDLE,0.391141716
3/22/2022,141.28,0.035812033,3.581203327,1.167748034,1.184204604,0.082583385,0.913132672,141.28,140,31,0.7914,0.7866,0.789,15,12.3,0.378748034,LONG_STRADDLE,0.480035531
3/23/2022,141.19,-0.000637236,-0.063723583,1.173720251,1.165089043,0.084747053,0.913889628,141.19,140,30,0.8004,0.7856,0.793,17.7,10,0.380720251,LONG_STRADDLE,0.480101199
3/24/2022,148.65,0.051488048,5.148804842,1.060625298,1.085862118,0.080997003,0.912288565,148.65,145,29,0.7387,0.751,0.7449,11.5,0,0.315725298,LONG_STRADDLE,0.423849239
3/25/2022,128.52,-0.145510015,-14.55100152,0.985967928,1.037675866,0.077949762,0.911093378,128.52,145,28,0.7767,0.7731,0.7749,5.43,0,0.211067928,LONG_STRADDLE,0.272380859
3/28/2022,129.86,0.010372413,1.037241283,1.066071216,1.154716019,0.074751534,0.910504639,129.86,130,25,0.7587,0.7785,0.7686,8.4,12.5,0.297471216,LONG_STRADDLE,0.387029946
3/29/2022,138.69,0.06578428,6.578427959,0.971601113,1.075150422,0.070268826,0.908585832,138.69,130,31,0.7513,0.7481,0.7497,14.3,9.4,0.221901113,LONG_STRADDLE,0.295986545
3/30/2022,125.98,-0.096118062,-9.611806247,0.982591353,1.077146787,0.071304871,0.909046038,125.98,135,30,0.7605,0.763,0.7617,8,0,0.220891353,LONG_STRADDLE,0.289997838
3/31/2022,119.29,-0.054565661,-5.45656609,1.037236137,1.122303087,0.072653773,0.909655937,119.29,125,29,0.7873,0.776,0.7816,9.07,13.95,0.255636137,LONG_STRADDLE,0.327067729
4/1/2022,119.46,0.001424084,0.142408401,1.176517544,1.177972921,0.082693973,0.913995182,119.46,120,28,0.7699,0.7923,0.7811,10.9,11.7,0.395417544,LONG_STRADDLE,0.506231653
4/4/2022,132.96,0.107066744,10.70667438,1.086744844,1.107533991,0.081487898,0.913474425,132.96,120,25,0.8212,0.8016,0.8114,10.9,5.65,0.275344844,LONG_STRADDLE,0.339345384
4/5/2022,121.46,-0.090463341,-9.046334064,1.031220491,1.113537569,0.074495021,0.910649922,121.46,130,31,0.8999,0.9079,0.9039,9.1,0,0.127320491,LONG_STRADDLE,0.140856832
4/6/2022,113.73,-0.065757772,-6.575777227,1.200736355,1.206214138,0.082887736,0.914348134,113.73,120,30,0.9324,0.9274,0.9299,7.99,17.2,0.270836355,LONG_STRADDLE,0.291253204
4/7/2022,111.23,-0.022227089,-2.222708859,1.155809464,1.176125441,0.081132347,0.913593247,111.23,110,29,0.9601,0.9467,0.9534,11.3,13.4,0.202409464,LONG_STRADDLE,0.212302773
4/8/2022,107.31,-0.035878288,-3.587828766,1.096215744,1.121829611,0.080272054,0.913170783,107.31,107,35,0.9403,0.9281,0.9342,15.6,0,0.162015744,LONG_STRADDLE,0.173427257
4/11/2022,106.01,-0.012188413,-1.218841265,1.026797594,1.066800935,0.078145698,0.912184604,106.01,106,25,0.9484,0.901,0.9247,0,0,0.102097594,LONG_STRADDLE,0.110411586
4/12/2022,100.78,-0.050593506,-5.059350603,0.98606344,1.021880481,0.078227062,0.912130929,100.78,102,31,0.9822,0.9556,0.9689,11.82,0,0.01716344,NO_TRADE,0.017714357
4/13/2022,105.09,0.041877203,4.187720263,0.977467,1.006505488,0.078996551,0.912419548,105.09,105,30,0.9303,0.9451,0.9377,9.61,11.77,0.039767,NO_TRADE,0.042409086
4/14/2022,101.53,-0.034462805,-3.446280456,0.950617352,0.980640875,0.078570872,0.912199358,101.53,102,29,0.9779,0.9546,0.9662,11.82,12,-0.015582648,NO_TRADE,0.016127767
4/18/2022,96.55,-0.050293312,-5.029331244,0.908606032,0.94187913,0.077958346,0.911806207,96.55,97,25,1.0376,1.0315,1.0346,0,0,-0.125993968,SHORT_STRADDLE,0.121780367
4/19/2022,101.77,0.052654356,5.265435633,0.886582864,0.921889544,0.077033732,0.911396866,101.77,101,31,0.9789,0.9884,0.9837,10.4,0,-0.097117136,SHORT_STRADDLE,0.098726376
4/20/2022,92.5,-0.095506721,-9.550672069,0.878844706,0.914831611,0.076182379,0.911024959,92.5,97,30,1.0514,1.0642,1.0578,12.7,13.8,-0.178955294,SHORT_STRADDLE,0.169176871
4/21/2022,83.14,-0.106682711,-10.66827107,0.919388208,0.963488315,0.076087986,0.911309373,83.14,88,29,0.9247,0.9478,0.9362,6.31,13,-0.016811792,NO_TRADE,0.017957479
4/22/2022,83.75,0.007310237,0.731023688,0.964236302,1.035727163,0.076669941,0.911678048,83.75,84,28,0.9732,0.9716,0.9724,9.8,9.36,-0.008163698,NO_TRADE,0.008395411
4/25/2022,81.21,-0.030797778,-3.079777841,0.882767002,0.956165113,0.070441564,0.908854503,81.21,81,25,1.0054,0.9986,1.002,9,9.1,-0.119232998,SHORT_STRADDLE,0.118995008
4/26/2022,70.49,-0.141567537,-14.15675365,0.883917013,0.937024055,0.073683304,0.910366544,70.49,80,31,1.0626,1.0066,1.0346,10.8,15.12,-0.150682987,SHORT_STRADDLE,0.145643714
4/27/2022,65.74,-0.069763288,-6.976328755,1.090043533,1.128225828,0.077685301,0.912316184,65.74,66,30,1.1741,1.1829,1.1785,0,0,-0.088456467,SHORT_STRADDLE,0.075058521
4/28/2022,64.37,-0.021059882,-2.105988217,1.106048798,1.131272267,0.079216955,0.912973886,64.37,65,29,1.1919,1.159,1.1754,9.21,12.1,-0.069351202,SHORT_STRADDLE,0.059002214
4/29/2022,57.96,-0.104894569,-10.48945686,0.983163978,1.040499811,0.074545098,0.910924868,57.96,62,28,1.1931,1.2202,1.2067,0,0,-0.223536022,SHORT_STRADDLE,0.185245729
5/2/2022,60.47,0.042394257,4.239425683,1.039885333,1.099579935,0.074990841,0.911072042,60.47,60,32,1.1962,1.2458,1.221,8.33,8.1,-0.181114667,SHORT_STRADDLE,0.148333061
5/3/2022,57.33,-0.053323327,-5.332332736,1.011737306,1.06863678,0.074974042,0.910979033,57.33,59,31,1.1348,1.1429,1.1388,7.17,10,-0.127062694,SHORT_STRADDLE,0.111575952
5/4/2022,59.65,0.039670102,3.967010162,0.96571614,1.031405816,0.073309003,0.910162068,59.65,60,30,1.0723,1.0901,1.0812,5.6,7.68,-0.11548386,SHORT_STRADDLE,0.106810821
5/5/2022,48.92,-0.198307838,-19.83078377,0.951220948,1.00877496,0.074153868,0.910439181,48.92,55,29,1.2015,1.2303,1.2159,4.55,9.6,-0.264679052,SHORT_STRADDLE,0.217681595
5/6/2022,46.48,-0.051164198,-5.116419828,1.212514618,1.311959205,0.073535141,0.910540748,46.48,50,28,1.4045,1.4453,1.4249,6.7,10.6,-0.212385382,SHORT_STRADDLE,0.149052833
5/9/2022,38.77,-0.181375361,-18.13753609,1.235929159,1.302662525,0.076442064,0.911878934,38.77,45,25,1.4837,1.3775,1.4306,4.4,9.68,-0.194670841,SHORT_STRADDLE,0.136076361
5/10/2022,36.68,-0.055415104,-5.541510429,1.327914565,1.432438885,0.07436838,0.910699541,36.68,35,31,1.8386,1.4371,1.6379,7.44,5.45,-0.309985435,SHORT_STRADDLE,0.189257851
5/11/2022,30,-0.201034266,-20.10342657,1.227239881,1.358859903,0.070939277,0.909143978,30,35,30,1.8379,1.4419,1.6399,4.4,7.88,-0.412660119,SHORT_STRADDLE,0.251637367
5/12/2022,37.4,0.220473323,22.04733228,1.491739681,1.600419457,0.075715839,0.910978785,37.4,35,29,1.9402,1.972,1.9561,8.9,7.2,-0.464360319,SHORT_STRADDLE,0.237390889
5/13/2022,38.31,0.024040254,2.404025429,1.664085867,1.812274698,0.074922103,0.910086616,38.31,40,28,1.6644,1.6967,1.6806,7.5,8.5,-0.016514133,NO_TRADE,0.009826332
5/16/2022,38.4,0.002346501,0.234650088,1.819558234,1.836651059,0.083206043,0.913504958,38.4,40,25,1.5491,1.5086,1.5288,6.5,6.8,0.290758234,LONG_STRADDLE,0.190187228
5/17/2022,41.6,0.080042708,8.004270767,1.613311305,1.693674052,0.078592688,0.911790326,41.6,40,31,1.4006,1.4081,1.4044,7.92,6.19,0.208911305,LONG_STRADDLE,0.148754846
5/18/2022,35.05,-0.171324554,-17.13245538,1.587379335,1.661630303,0.078954578,0.911869583,35.05,40,30,1.4869,1.495,1.4909,4.5,9.42,0.096479335,LONG_STRADDLE,0.064712144
5/19/2022,32.88,-0.063911043,-6.391104329,1.6768042,1.759399314,0.078954885,0.911728322,32.88,35,29,1.4329,1.4354,1.4341,4.8,6.9,0.2427042,LONG_STRADDLE,0.169237989
5/20/2022,33.57,0.020768241,2.07682408,1.631700324,1.70756717,0.079027983,0.91179449,33.57,34,35,1.4027,1.439,1.4208,0,0,0.210900324,LONG_STRADDLE,0.148437728
5/23/2022,30.24,-0.10446726,-10.44672597,1.572537647,1.639116032,0.079317212,0.91187743,30.24,32,32,1.4494,1.4007,1.4251,0,0,0.147437647,LONG_STRADDLE,0.103457755
5/24/2022,26.65,-0.126376401,-12.63764007,1.521230161,1.609343789,0.077599926,0.911160277,26.63,28,31,1.4536,1.4706,1.4621,4.82,5.7,0.059130161,LONG_STRADDLE,0.04044194
5/25/2022,30.96,0.149906898,14.99068981,1.534217036,1.628801007,0.077249461,0.91098873,30.95,29,30,1.3732,1.4669,1.42,5.7,4.87,0.114217036,LONG_STRADDLE,0.080434532
5/26/2022,31.09,0.004190175,0.419017535,1.650037191,1.723085314,0.079422691,0.911774684,31.09,31,29,1.3989,1.4033,1.4011,0,0,0.248937191,LONG_STRADDLE,0.177672679
5/27/2022,33.85,0.085052775,8.505277529,1.580199284,1.647482657,0.07942821,0.911745278,33.85,33,28,1.3471,1.3542,1.3507,5.9,5.7,0.229499284,LONG_STRADDLE,0.169911367
5/31/2022,29.44,-0.139584705,-13.95847055,1.546413098,1.617861936,0.079041902,0.91150652,29.44,32,31,1.3181,1.392,1.355,4.6,5.7,0.191413098,LONG_STRADDLE,0.141264279
6/1/2022,26.49,-0.105586991,-10.55869906,1.603985493,1.670643996,0.079639199,0.91174661,26.49,27,30,1.3421,1.2994,1.3208,5.09,4.5,0.283185493,LONG_STRADDLE,0.214404522
6/2/2022,30.08,0.127093196,12.70931958,1.586586372,1.657381453,0.079280347,0.911562827,30.08,28,29,1.292,1.2933,1.2927,4.6,3.29,0.293886372,LONG_STRADDLE,0.227343059
6/3/2022,26.52,-0.125961334,-12.59613338,1.619652102,1.690597977,0.079524135,0.911582818,26.52,28,28,1.2775,1.2913,1.2844,3.5,4.6,0.335252102,LONG_STRADDLE,0.261018454
6/6/2022,24.88,-0.063834897,-6.383489745,1.648157407,1.713459332,0.080024577,0.911745539,24.88,25,25,1.3093,1.2546,1.282,3.5,3.66,0.366157407,LONG_STRADDLE,0.285614202
6/7/2022,25.41,0.021078529,2.107852946,1.600442839,1.661124818,0.080123922,0.9117151,25.39,25,31,1.2434,1.2143,1.2288,3.73,3.9,0.371642839,LONG_STRADDLE,0.302443717
